Id,SalePrice
1906,188491.02
1907,192273.22
1908,134343.17
1909,153169.12
1910,153169.12
1911,228666.94
1912,257104.28
1913,208923.92
1914,96858.484
1915,214740.64
1916,132316.31
1917,234371.14
1918,125705.39
1919,157895.45
1920,210421.77
1921,230294.6
1922,198106.66
1923,249446.5
1924,187678.27
1925,231274.58
1926,241631.83
1927,116323.875
1928,178793.9
1929,115111.9
1930,139150.98
1931,122201.4
1932,141831.88
1933,153881.81
1934,197864.31
1935,186944.86
1936,197864.31
1937,200471.95
1938,177164.12
1939,206146.95
1940,184752.9
1941,200227.48
1942,206420.61
1943,189397.75
1944,268951.44
1945,233971.92
1946,154297.48
1947,219792.92
1948,188411.66
1949,218000.19
1950,167059.56
1951,232576.27
1952,209596.53
1953,163066.62
1954,233719.23
1955,143543.14
1956,282520.47
1957,198117.0
1958,241776.23
1959,199893.3
1960,126520.28
1961,104589.54
1962,133448.92
1963,133448.92
1964,173254.81
1965,169740.45
1966,166418.0
1967,193298.84
1968,251880.8
1969,239350.16
1970,275023.53
1971,278446.03
1972,257106.4
1973,221241.14
1974,241124.33
1975,270359.84
1976,208791.98
1977,266956.16
1978,270297.2
1979,232505.12
1980,191842.39
1981,227126.89
1982,189805.19
1983,189805.19
1984,215720.64
1985,199013.38
1986,208873.48
1987,181982.3
1988,190611.84
1989,207316.97
1990,212929.33
1991,191109.0
1992,221332.98
1993,182381.52
1994,240309.44
1995,201694.28
1996,246349.94
1997,228086.17
1998,243913.5
1999,224256.22
2000,254895.88
2001,230123.39
2002,192972.89
2003,246234.72
2004,219866.19
2005,183357.25
2006,176186.27
2007,199654.94
2008,179700.62
2009,205361.25
2010,202672.14
2011,129932.445
2012,159073.7
2013,198271.77
2014,204057.44
2015,202183.2
2016,203812.97
2017,208702.28
2018,114368.15
2019,104589.54
2020,106708.24
2021,104589.54
2022,180912.6
2023,182043.08
2024,269726.75
2025,278120.06
2026,197964.38
2027,181006.56
2028,193879.61
2029,193382.45
2030,213925.77
2031,175833.25
2032,168651.92
2033,207325.2
2034,181566.62
2035,212939.67
2036,196397.53
2037,198108.78
2038,278222.28
2039,170047.58
2040,309831.56
2041,230751.92
2042,214813.9
2043,164604.56
2044,162682.56
2045,180331.83
2046,180739.27
2047,140191.77
2048,109560.336
2049,157005.44
2050,156978.38
2051,132876.38
2052,124961.65
2053,125287.6
2054,124075.625
2055,186290.83
2056,143133.58
2057,118605.555
2058,213092.3
2059,130013.93
2060,197791.05
2061,162120.38
2062,124146.766
2063,122119.9
2064,130830.945
2065,127661.12
2066,210248.44
2067,194838.89
2068,180891.89
2069,137124.12
2070,128628.63
2071,105007.33
2072,151200.92
2073,122030.195
2074,143869.1
2075,122272.53
2076,121630.97
2077,139305.73
2078,117872.16
2079,171948.88
2080,130431.73
2081,122262.18
2082,162872.61
2083,166359.89
2084,117475.06
2085,125206.12
2086,126509.93
2087,141992.73
2088,161071.38
2089,105007.33
2090,139539.86
2091,194276.7
2092,215392.55
2093,192036.97
2094,133935.72
2095,181401.53
2096,123505.2
2097,122191.05
2098,156334.7
2099,99476.48
2100,161660.62
2101,180902.25
2102,152341.77
2103,133120.84
2104,239818.39
2105,162448.45
2106,138743.55
2107,235570.64
2108,130431.73
2109,139313.97
2110,143388.39
2111,172878.97
2112,206011.03
2113,132784.53
2114,142076.34
2115,173204.92
2116,127579.625
2117,186372.33
2118,189805.19
2119,116731.32
2120,133273.47
2121,123260.74
2122,142817.97
2123,132153.33
2124,212030.83
2125,203311.56
2126,188154.72
2127,193930.05
2128,165298.42
2129,128893.8
2130,146058.92
2131,208771.3
2132,187034.58
2133,134995.08
2134,165103.84
2135,128160.4
2136,173904.6
2137,120072.34
2138,121783.6
2139,123494.86
2140,115020.06
2141,118442.58
2142,121620.62
2143,142003.08
2144,127080.35
2145,112412.43
2146,163118.94
2147,204625.73
2148,163029.22
2149,107849.08
2150,188572.52
2151,138173.12
2152,173946.55
2153,157149.58
2154,120653.11
2155,140365.1
2156,280401.75
2157,199657.06
2158,230367.84
2159,233148.81
2160,177655.19
2161,195987.95
2162,249851.81
2163,211065.44
2164,187513.16
2165,214333.2
2166,114857.08
2167,179934.73
2168,211472.89
2169,201775.77
2170,215710.28
2171,129850.96
2172,124637.82
2173,207406.69
2174,243253.38
2175,225814.84
2176,209922.48
2177,240716.88
2178,210902.47
2179,135412.88
2180,230223.45
2181,182134.92
2182,191832.05
2183,175289.89
2184,123168.91
2185,118361.086
2186,128793.734
2187,125206.12
2188,150877.1
2189,376516.16
2190,174322.39
2191,174322.39
2192,114134.03
2193,138827.16
2194,113545.04
2195,126031.35
2196,132295.61
2197,142239.33
2198,196487.23
2199,210323.83
2200,157485.88
2201,137184.9
2202,187594.66
2203,148745.92
2204,206245.16
2205,146148.64
2206,139150.98
2207,173520.53
2208,243253.38
2209,221821.92
2210,134343.17
2211,125134.98
2212,123005.93
2213,115906.086
2214,171901.11
2215,124564.555
2216,207630.45
2217,109978.125
2218,161152.86
2219,135728.47
2220,107362.27
2221,214740.64
2222,214577.67
2223,260169.25
2224,215465.81
2225,206412.38
2226,202018.1
2227,202761.84
2228,189631.86
2229,212206.28
2230,184663.19
2231,198516.22
2232,186209.34
2233,166733.61
2234,181727.48
2235,200877.27
2236,205196.16
2237,227200.16
2238,189968.16
2239,139232.47
2240,177337.45
2241,131969.66
2242,118931.51
2243,168516.0
2244,130757.68
2245,146821.25
2246,128710.12
2247,156142.23
2248,116741.67
2249,103041.26
2250,106626.75
2251,197933.33
2252,193706.28
2253,179936.86
2254,205198.28
2255,206828.05
2256,193708.4
2257,252572.25
2258,161110.9
2259,200960.88
2260,126102.49
2261,176522.58
2262,173956.89
2263,288356.0
2264,241613.25
2265,152995.8
2266,211807.06
2267,251128.56
2268,230783.52
2269,169015.28
2270,187678.27
2271,199980.89
2272,208365.97
2273,160296.03
2274,190701.56
2275,179863.6
2276,172274.83
2277,204047.1
2278,150060.08
2279,108663.96
2280,124727.53
2281,189397.75
2282,189397.75
2283,125941.64
2284,120145.61
2285,166418.0
2286,114694.11
2287,212367.14
2288,202425.55
2289,256138.9
2290,283590.16
2291,258888.81
2292,249945.78
2293,272342.62
2294,275838.4
2295,269828.94
2296,242519.98
2297,238282.58
2298,213999.03
2299,275909.53
2300,261506.78
2301,215302.84
2302,195906.47
2303,204625.73
2304,216117.73
2305,175181.34
2306,175181.34
2307,191434.95
2308,207080.73
2309,208954.97
2310,188338.39
2311,194938.95
2312,216491.44
2313,192323.11
2314,183194.28
2315,188982.08
2316,209435.67
2317,172437.8
2318,189715.47
2319,185804.03
2320,166896.6
2321,209932.83
2322,183612.06
2323,171633.27
2324,179121.98
2325,191426.73
2326,180751.75
2327,209832.77
2328,213662.72
2329,204872.33
2330,201123.86
2331,258970.3
2332,301914.7
2333,261496.44
2334,245443.22
2335,230530.83
2336,257910.95
2337,175941.8
2338,190039.3
2339,189387.39
2340,256717.55
2341,224644.55
2342,189713.34
2343,187105.72
2344,228259.5
2345,216280.7
2346,173415.66
2347,173171.2
2348,213184.14
2349,223988.38
2350,220355.12
2351,209525.39
2352,217755.72
2353,250169.55
2354,126593.55
2355,130097.55
2356,123331.875
2357,185475.95
2358,215465.81
2359,156184.19
2360,123097.766
2361,121704.24
2362,271122.44
2363,134750.61
2364,136217.4
2365,192738.77
2366,174240.89
2367,207977.11
2368,190620.08
2369,209527.52
2370,189471.02
2371,195338.17
2372,175045.44
2373,234045.17
2374,259632.55
2375,190827.12
2376,259632.55
2377,283924.34
2378,130830.945
2379,247561.9
2380,122354.016
2381,142483.8
2382,195580.52
2383,210340.27
2384,236245.38
2385,153451.0
2386,119909.37
2387,124391.234
2388,180189.55
2389,137765.69
2390,146973.88
2391,112738.38
2392,107034.19
2393,162170.27
2394,149295.08
2395,210555.81
2396,146148.64
2397,171575.16
2398,124238.6
2399,104518.4
2400,104844.36
2401,116089.76
2402,143958.8
2403,175442.52
2404,168689.33
2405,136370.03
2406,126520.28
2407,116323.875
2408,119990.86
2409,127406.305
2410,158361.55
2411,125379.44
2412,149163.72
2413,133273.47
2414,130993.92
2415,175442.52
2416,127498.14
2417,118931.51
2418,109560.336
2419,143612.16
2420,109560.336
2421,168394.98
2422,125542.414
2423,190202.28
2424,174995.55
2425,332767.22
2426,200897.97
2427,161959.52
2428,182857.97
2429,106545.26
2430,111760.52
2431,137838.95
2432,118931.51
2433,129525.0
2434,138164.9
2435,146393.11
2436,109560.336
2437,120653.11
2438,110456.7
2439,128476.0
2440,139792.55
2441,133528.28
2442,129046.414
2443,137602.7
2444,145914.53
2445,127161.836
2446,197609.5
2447,211554.38
2448,154696.7
2449,134577.28
2450,198840.05
2451,147617.56
2452,264356.75
2453,129127.91
2454,209128.3
2455,152688.4
2456,151119.44
2457,168200.4
2458,137350.02
2459,122282.88
2460,151773.47
2461,125847.67
2462,150386.03
2463,154633.78
2464,235583.11
2465,146311.62
2466,125358.74
2467,146476.72
2468,159970.06
2469,149174.06
2470,249392.08
2471,179958.11
2472,214601.05
2473,171541.42
2474,185312.97
2475,221690.55
2476,154715.28
2477,115590.484
2478,168568.31
2479,116079.414
2480,147502.34
2481,118931.51
2482,120979.06
2483,107278.66
2484,127090.695
2485,108500.984
2486,146230.12
2487,294791.47
2488,159117.78
2489,140037.02
2490,130013.93
2491,115508.99
2492,188409.53
2493,172356.31
2494,197210.28
2495,151455.73
2496,275886.16
2497,169456.45
2498,104589.54
2499,111027.125
2500,165032.7
2501,127477.44
2502,138722.84
2503,159307.81
2504,196792.48
2505,226711.22
2506,198921.55
2507,241542.11
2508,198921.55
2509,190365.25
2510,186616.78
2511,183938.02
2512,213428.61
2513,219784.7
2514,196980.7
2515,117464.71
2516,173743.73
2517,114857.08
2518,126349.08
2519,219784.7
2520,210006.1
2521,204872.33
2522,217258.56
2523,107034.19
2524,147909.78
2525,146605.97
2526,121704.24
2527,108093.55
2528,105811.87
2529,104589.54
2530,105485.91
2531,200714.28
2532,224592.52
2533,208050.38
2534,194113.72
2535,249843.6
2536,229481.83
2537,178359.39
2538,187433.8
2539,177418.94
2540,172763.75
2541,188656.12
2542,192323.11
2543,126520.28
2544,138906.52
2545,144274.4
2546,146321.97
2547,119257.46
2548,216993.4
2549,181892.58
2550,498404.0
2551,137602.7
2552,128476.0
2553,174322.39
2554,145699.25
2555,120734.6
2556,112830.22
2557,104589.54
2558,227411.44
2559,150060.08
2560,186219.69
2561,139721.4
2562,151200.92
2563,153238.14
2564,191090.42
2565,152924.66
2566,191332.77
2567,174800.97
2568,164078.22
2569,185638.92
2570,135402.52
2571,185221.14
2572,149428.88
2573,202588.52
2574,305357.9
2575,133191.98
2576,194847.12
2577,213345.0
2578,116741.67
2579,135168.4
2580,210564.03
2581,121620.62
2582,131817.03
2583,212866.4
2584,186301.19
2585,177816.03
2586,183900.61
2587,184824.05
2588,108989.914
2589,133854.23
2590,202761.84
2591,236805.44
2592,202018.1
2593,207895.62
2594,165429.8
2595,187360.53
2596,237068.48
2597,185883.39
2598,267810.56
2599,213019.03
2600,215994.58
2601,131219.55
2602,125941.64
2603,131083.62
2604,125941.64
2605,125941.64
2606,148451.02
2607,174882.45
2608,173530.88
2609,153647.7
2610,115111.9
2611,165216.94
2612,132949.64
2613,116741.67
2614,106463.77
2615,185812.25
2616,133691.27
2617,183390.98
2618,182352.33
2619,215219.23
2620,191426.73
2621,203324.05
2622,211880.33
2623,219285.42
2624,247409.28
2625,270052.72
2626,159644.12
2627,178559.78
2628,325362.1
2629,341476.12
2630,252614.19
2631,270949.1
2632,309054.06
2633,220118.89
2634,230133.73
2635,140047.36
2636,202417.31
2637,138499.08
2638,256047.06
2639,247375.56
2640,154265.88
2641,105404.42
2642,196079.8
2643,125941.64
2644,148187.98
2645,120889.35
2646,130270.87
2647,125941.64
2648,167558.84
2649,147207.98
2650,166418.0
2651,185804.03
2652,262066.84
2653,212296.0
2654,190110.44
2655,232668.11
2656,230856.78
2657,237549.19
2658,250750.31
2659,245769.17
2660,243243.02
2661,226474.98
2662,225497.12
2663,223125.73
2664,207977.11
2665,233900.78
2666,216207.44
2667,185804.03
2668,188737.61
2669,172437.8
2670,244465.34
2671,188737.61
2672,191597.94
2673,203576.73
2674,206591.8
2675,173507.5
2676,197375.39
2677,221088.52
2678,270510.06
2679,228178.02
2680,249202.03
2681,283742.78
2682,273230.78
2683,366503.4
2684,254325.45
2685,295243.0
2686,227200.16
2687,219306.12
2688,186942.73
2689,184589.92
2690,312486.94
2691,206991.02
2692,130016.06
2693,178467.94
2694,129119.69
2695,204546.38
2696,196316.03
2697,216851.12
2698,208213.34
2699,194368.53
2700,179619.12
2701,174721.61
2702,114694.11
2703,183102.44
2704,148929.6
2705,114368.15
2706,108256.516
2707,125623.91
2708,120400.42
2709,108500.984
2710,110864.15
2711,280002.53
2712,297443.2
2713,162224.69
2714,182880.8
2715,207408.81
2716,171227.95
2717,205198.28
2718,192158.0
2719,177663.4
2720,173089.7
2721,119827.875
2722,165127.22
2723,129779.82
2724,107360.15
2725,119827.875
2726,127161.836
2727,191913.53
2728,158211.06
2729,138236.05
2730,135881.1
2731,116741.67
2732,135239.55
2733,150956.45
2734,182584.31
2735,133273.47
2736,177768.28
2737,126520.28
2738,177398.25
2739,135718.12
2740,132387.44
2741,148106.48
2742,145824.81
2743,145822.69
2744,125776.53
2745,119746.39
2746,132387.44
2747,181364.11
2748,127487.79
2749,132142.98
2750,123008.055
2751,122282.88
2752,203111.19
2753,163027.1
2754,250159.19
2755,143869.1
2756,108348.36
2757,108511.336
2758,124982.35
2759,194358.19
2760,164312.34
2761,127569.28
2762,135312.81
2763,208863.12
2764,200398.69
2765,294068.44
2766,160900.17
2767,165195.69
2768,175116.56
2769,127895.234
2770,119338.945
2771,104589.54
2772,117709.18
2773,196374.7
2774,170106.23
2775,153146.3
2776,149571.16
2777,134485.44
2778,132061.5
2779,207304.5
2780,134343.17
2781,119023.34
2782,120653.11
2783,162375.19
2784,112412.43
2785,132440.02
2786,106402.984
2787,133275.6
2788,118697.39
2789,203708.66
2790,182145.28
2791,112412.43
2792,133365.31
2793,199126.47
2794,128873.09
2795,142074.22
2796,116741.67
2797,234837.23
2798,180912.6
2799,142563.16
2800,116986.13
2801,114368.15
2802,150060.08
2803,204859.84
2804,167824.56
2805,134343.17
2806,121875.44
2807,167884.8
2808,120887.23
2809,126357.305
2810,120479.79
2811,155766.4
2812,118931.51
2813,176481.17
2814,175014.38
2815,121305.016
2816,199370.94
2817,147799.11
2818,116252.734
2819,221750.78
2820,146965.66
2821,127895.234
2822,212030.83
2823,364455.84
2824,191506.1
2825,155438.33
2826,120316.81
2827,135944.02
2828,259622.2
2829,197791.05
2830,220029.17
2831,178885.73
2832,214811.78
2833,212787.05
2834,214569.45
2835,195906.47
2836,197212.4
2837,177490.08
2838,126593.55
2839,189308.03
2840,180505.16
2841,209680.14
2842,212124.8
2843,150062.22
2844,168852.31
2845,104589.54
2846,210739.48
2847,210169.08
2848,179744.7
2849,206654.72
2850,247572.27
2851,218063.1
2852,225162.94
2853,213662.72
2854,135412.88
2855,177653.06
2856,208702.28
2857,198434.73
2858,173252.69
2859,181401.53
2860,130786.87
2861,146077.5
2862,207642.92
2863,124727.53
2864,255721.11
2865,137602.7
2866,203647.88
2867,110456.7
2868,173415.66
2869,156896.89
2870,185150.0
2871,149408.17
2872,106891.914
2873,137918.31
2874,190772.7
2875,143378.03
2876,154704.92
2877,157231.06
2878,154207.77
2879,183764.69
2880,123077.06
2881,163263.34
2882,192935.47
2883,184487.73
2884,168071.16
2885,183716.94
2886,236966.3
2887,129779.82
2888,138896.17
2889,105007.33
2890,102481.19
2891,181798.62
2892,109652.17
2893,162078.42
2894,126520.28
2895,225334.14
2896,214577.67
2897,196802.84
2898,183917.31
2899,185883.39
2900,162985.14
2901,184703.02
2902,194775.98
2903,224101.47
2904,214159.88
2905,167337.77
2906,191923.89
2907,143217.19
2908,105404.42
2909,182939.45
2910,117648.39
2911,125941.64
2912,145007.8
2913,125941.64
2914,125941.64
2915,125941.64
2916,125941.64
2917,117861.805
2918,113227.31
2919,230133.73
